repo_id,file_path,bug_instance_id,bug_type,bug_severity,template_id,injection_site,injected_line_start,injected_line_end,dataset_seed,run_id,notes
Martinfx_Cobol,Martinfx_Cobol/ConditionNameCondition.cbl,RB000013,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,38,43,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
Martinfx_Cobol,Martinfx_Cobol/CombinedConditions.cbl,RB000014,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,19,27,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
Martinfx_Cobol,Martinfx_Cobol/CombinedConditions.cbl,RB000015,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,28,33,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
Martinfx_Cobol,Martinfx_Cobol/InsertSort.cbl,RB000016,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,58,73,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
Martinfx_Cobol,Martinfx_Cobol/SelectSort.cbl,RB000017,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,53,64,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
Martinfx_Cobol,Martinfx_Cobol/SelectSort.cbl,RB000018,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,71,84,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
Martinfx_Cobol,Martinfx_Cobol/Address.cbl,RB000019,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,30,43,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
Martinfx_Cobol,Martinfx_Cobol/While.cbl,RB000020,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,21,24,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d10b.cob,RB000021,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,44,46,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d10b.cob,RB000022,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,61,63,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d01a.cob,RB000023,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,28,30,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d12b.cob,RB000024,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,42,44,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d21a.cob,RB000025,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,39,41,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d21a.cob,RB000026,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,52,56,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d15b.cob,RB000027,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,28,31,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d15b.cob,RB000028,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,55,69,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d02b.cob,RB000029,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,30,34,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d02b.cob,RB000030,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,49,52,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d13a.cob,RB000031,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,57,68,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d14b.cob,RB000032,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,54,56,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d12a.cob,RB000033,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,61,63,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d07b.cob,RB000034,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,35,37,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d07b.cob,RB000035,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,50,52,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d05a.cob,RB000036,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,34,36,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d10a.cob,RB000037,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,46,48,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d10a.cob,RB000038,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,61,65,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d25a.cob,RB000039,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,59,61,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d11b.cob,RB000040,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,39,43,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d11b.cob,RB000041,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,58,61,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d06b.cob,RB000042,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,39,41,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d04b.cob,RB000043,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,66,79,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d13b.cob,RB000044,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,41,43,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d11a.cob,RB000045,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,45,49,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d11a.cob,RB000046,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,64,68,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d09a.cob,RB000047,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,47,53,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d05b.cob,RB000048,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,38,40,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d05b.cob,RB000049,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,50,52,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d09b.cob,RB000050,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,46,50,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d09b.cob,RB000051,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,62,64,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d01b.cob,RB000052,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,30,32,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d01b.cob,RB000053,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,42,47,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wtiaddc.cbl,RB000054,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wtiaddc.cbl,RB000055,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wtiscusi.cbl,RB000056,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,48,51,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wgrvgbal.cbl,RB000057,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wgrvgacc.cbl,RB000058,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wgrvgacc.cbl,RB000059,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wtigstmt.cbl,RB000060,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wtigstmt.cbl,RB000061,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wgrvgcus.cbl,RB000062,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
IBM_example-health-apis,IBM_example-health-apis/HCAZERRS.cbl,RB000063,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,88,90,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCAZERRS.cbl,RB000064,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,100,103,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCIPDB01.cbl,RB000065,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,96,99,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCT1PL01.cbl,RB000066,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,59,62,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCT1PL01.cbl,RB000067,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,106,110,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCITDB01.cbl,RB000068,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,178,180,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCM1PL01.cbl,RB000069,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,195,200,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCMADB01.cbl,RB000070,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,164,166,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCMADB01.cbl,RB000071,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,199,209,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCTRESTW.cbl,RB000072,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
IBM_example-health-apis,IBM_example-health-apis/HCMADB02.cbl,RB000073,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
IBM_example-health-apis,IBM_example-health-apis/HCP1BU01.cbl,RB000074,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,143,145,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCP1PL01.cbl,RB000075,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,183,187,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCIMDB01.cbl,RB000076,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,132,134,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCATDB01.cbl,RB000077,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,81,84,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCATDB01.cbl,RB000078,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,89,92,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCPRESTW.cbl,RB000079,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,88,91,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCIVDB01.cbl,RB000080,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,140,142,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCIVDB01.cbl,RB000081,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,159,165,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCT1BA01.cbl,RB000082,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,79,82,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCT1BI01.cbl,RB000083,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,73,76,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCT1BI01.cbl,RB000084,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,118,120,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/test008.cob,RB000085,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,109,113,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/cobcurses_menu_sd_menu_items.cob,RB000086,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,77,89,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/sd002000.cob,RB000087,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,23,25,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/sd002000.cob,RB000088,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,30,33,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/EDPR010.cob,RB000089,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,41,43,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/EDPR010.cob,RB000090,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,48,50,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/testcurses.cob,RB000091,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,25,27,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/testcurses.cob,RB000092,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,36,39,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/cobcurses_format_comp2.cob,RB000093,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,58,62,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/test010.cob,RB000094,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,32,34,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/sd002070.cob,RB000095,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,129,132,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/sdgenerate.cob,RB000096,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
ve3wwg_cobcurses,ve3wwg_cobcurses/cobcurses_edit_comp2.cob,RB000097,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,35,37,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/cobcurses_edit_comp2.cob,RB000098,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,56,62,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/cobcurses_menu_sd_charsets.cob,RB000099,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,71,82,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/cobcurses_menu_sd_charsets.cob,RB000100,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,95,98,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/3270test.cob,RB000101,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,43,63,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/test001.cob,RB000102,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,143,149,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/sd002035.cob,RB000103,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,115,117,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
