repo_id,file_path,bug_instance_id,bug_type,bug_severity,template_id,injection_site,injected_line_start,injected_line_end,dataset_seed,run_id,notes
Martinfx_Cobol,Martinfx_Cobol/CombinedConditions.cbl,RB000013,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
Martinfx_Cobol,Martinfx_Cobol/CombinedConditions.cbl,RB000014,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
Martinfx_Cobol,Martinfx_Cobol/InsertSort.cbl,RB000015,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,52,54,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
Martinfx_Cobol,Martinfx_Cobol/SelectSort.cbl,RB000016,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,49,51,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
Martinfx_Cobol,Martinfx_Cobol/Address.cbl,RB000017,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,34,38,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
Martinfx_Cobol,Martinfx_Cobol/While.cbl,RB000018,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
GaloisGirl_Coding,GaloisGirl_Coding/d10b.cob,RB000019,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,62,81,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d10b.cob,RB000020,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,88,109,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d01a.cob,RB000021,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,37,39,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d12b.cob,RB000022,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,57,65,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d21a.cob,RB000023,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,33,35,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d21a.cob,RB000024,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,52,59,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d15b.cob,RB000025,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,24,31,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d02b.cob,RB000026,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,32,37,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d02b.cob,RB000027,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,59,63,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d13a.cob,RB000028,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,47,51,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d14b.cob,RB000029,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
GaloisGirl_Coding,GaloisGirl_Coding/d12a.cob,RB000030,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,46,50,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d07b.cob,RB000031,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,42,45,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d07b.cob,RB000032,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,79,81,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d05a.cob,RB000033,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,44,46,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d10a.cob,RB000034,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,35,39,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d25a.cob,RB000035,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,56,58,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d11b.cob,RB000036,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,42,44,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d11b.cob,RB000037,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,64,66,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d06b.cob,RB000038,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,30,68,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d04b.cob,RB000039,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,151,157,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d13b.cob,RB000040,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,44,51,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d11a.cob,RB000041,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,39,44,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d09a.cob,RB000042,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,38,40,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d05b.cob,RB000043,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,37,39,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d05b.cob,RB000044,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,52,54,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d09b.cob,RB000045,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,49,53,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d09b.cob,RB000046,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,71,82,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
GaloisGirl_Coding,GaloisGirl_Coding/d01b.cob,RB000047,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
GaloisGirl_Coding,GaloisGirl_Coding/d01b.cob,RB000048,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wbgetbal.cbl,RB000049,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wtiscusi.cbl,RB000050,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wgrvgbal.cbl,RB000051,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
IBM_example-health-apis,IBM_example-health-apis/HCAZERRS.cbl,RB000052,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,100,102,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCIPDB01.cbl,RB000053,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,96,99,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCT1PL01.cbl,RB000054,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,59,62,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCT1PL01.cbl,RB000055,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,127,130,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCITDB01.cbl,RB000056,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
IBM_example-health-apis,IBM_example-health-apis/HCM1PL01.cbl,RB000057,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
IBM_example-health-apis,IBM_example-health-apis/HCMADB01.cbl,RB000058,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,151,153,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCMADB02.cbl,RB000059,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
IBM_example-health-apis,IBM_example-health-apis/HCP1BU01.cbl,RB000060,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,34,37,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCP1PL01.cbl,RB000061,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,54,57,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCIMDB01.cbl,RB000062,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
IBM_example-health-apis,IBM_example-health-apis/HCATDB01.cbl,RB000063,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,99,103,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCPRESTW.cbl,RB000064,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
IBM_example-health-apis,IBM_example-health-apis/HCPRESTW.cbl,RB000065,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
IBM_example-health-apis,IBM_example-health-apis/HCIVDB01.cbl,RB000066,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
IBM_example-health-apis,IBM_example-health-apis/HCIVDB01.cbl,RB000067,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
IBM_example-health-apis,IBM_example-health-apis/HCT1BA01.cbl,RB000068,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,79,82,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCT1BI01.cbl,RB000069,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,32,34,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
IBM_example-health-apis,IBM_example-health-apis/HCT1BI01.cbl,RB000070,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,62,67,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/test008.cob,RB000071,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,71,73,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/cobcurses_menu_sd_menu_items.cob,RB000072,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,78,83,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/sd002000.cob,RB000073,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,29,32,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/sd002040.cob,RB000074,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
ve3wwg_cobcurses,ve3wwg_cobcurses/sd002040.cob,RB000075,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
ve3wwg_cobcurses,ve3wwg_cobcurses/EDPR010.cob,RB000076,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,17,19,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/testcurses.cob,RB000077,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,26,28,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/cobcurses_format_comp2.cob,RB000078,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,46,48,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/test010.cob,RB000079,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,41,45,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/sd002070.cob,RB000080,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,88,91,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/sdgenerate.cob,RB000081,DIVIDE_BY_ZERO_RISK,HIGH,T_R_DIV0_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
ve3wwg_cobcurses,ve3wwg_cobcurses/cobcurses_edit_comp2.cob,RB000082,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,35,39,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/cobcurses_edit_comp2.cob,RB000083,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,70,72,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/cobcurses_menu_sd_charsets.cob,RB000084,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,103,106,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/3270test.cob,RB000085,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,19,21,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/sd002035.cob,RB000086,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,87,89,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/test009.cob,RB000087,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,106,108,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/themain.cob,RB000088,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
ve3wwg_cobcurses,ve3wwg_cobcurses/themain.cob,RB000089,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
ve3wwg_cobcurses,ve3wwg_cobcurses/ed000010.cob,RB000090,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,111,120,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/ed000010.cob,RB000091,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,121,127,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/cobcurses_menu_sd_screens.cob,RB000092,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,101,103,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/libcobcursex.cob,RB000093,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,15,18,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/cobcurses_test_units.cob,RB000094,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,30,38,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/sd002033.cob,RB000095,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,63,90,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/sd002033.cob,RB000096,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,66,90,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/cobcurses_ecvt_comp_2.cob,RB000097,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,66,72,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
ve3wwg_cobcurses,ve3wwg_cobcurses/test006.cob,RB000098,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,,,42,COBUG_RUNTIME_FINAL_FIXED_V1,NO_MARKERS
abrignoli_COBSOFT,abrignoli_COBSOFT/CS00002M.cbl,RB000099,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,31,33,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
abrignoli_COBSOFT,abrignoli_COBSOFT/CS30002C.cbl,RB000100,UNINITIALIZED_DATA_ITEM_USE,HIGH,T_R_UNINIT_01,PROCEDURE-DIVISION,48,50,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
abrignoli_COBSOFT,abrignoli_COBSOFT/CS00004S.cbl,RB000101,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,45,48,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
abrignoli_COBSOFT,abrignoli_COBSOFT/CS20002C.cbl,RB000102,MISSING_FILE_STATUS_HANDLING,MEDIUM,T_R_FILE_01,PROCEDURE-DIVISION,49,53,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
abrignoli_COBSOFT,abrignoli_COBSOFT/CS20002C.cbl,RB000103,WRONG_CALCULATION_LOGIC,MEDIUM,T_R_LOGIC_01,PROCEDURE-DIVISION,59,62,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
abrignoli_COBSOFT,abrignoli_COBSOFT/CS10013C.cbl,RB000104,INFINITE_LOOP_NON_TERMINATION,HIGH,T_R_LOOP_01,PROCEDURE-DIVISION,84,89,42,COBUG_RUNTIME_FINAL_FIXED_V1,MARKERS_PRESENT
